Vehicle_Make,Vehicle_Model,Vehicle_Year,Vehicle_Value,Severity,Damage_Type,Num_Vehicles_Involved,Road_Type,Time_Hour,Injuries,Repair_Cost,Medical_Cost,Total_Cost
Ford,F-150,2017,10041,2,Moderate,1,Highway,8,1,8614,5636,18355
Toyota,Camry,2024,32300,1,Minor,2,Rural,13,0,4084,1794,8643
Honda,Civic,2018,9416,2,Moderate,3,Highway,3,5,7259,8206,42207
Subaru,Outback,2021,15788,1,Moderate,1,Residential,6,0,9262,1665,10955
Honda,Accord,2023,20280,4,Total Loss,2,Urban,22,4,19266,62814,156379
Subaru,Outback,2019,12886,3,Severe,1,Residential,3,2,21958,43889,74659
Toyota,Camry,2017,8552,3,Severe,1,Residential,21,2,19104,14786,29253
Mercedes-Benz,C-Class,2021,25483,2,Severe,3,Highway,4,1,39463,4839,123756
Hyundai,Elantra,2017,6036,1,Minor,3,Urban,3,0,1952,2851,9557
Tesla,Model Y,2022,38515,1,Minor,1,Residential,15,0,8432,3511,9585
Nissan,Altima,2019,13129,4,Total Loss,1,Urban,23,1,12472,85743,153180
Ford,F-150,2021,24747,3,Severe,3,Residential,14,4,32817,17967,78245
Mazda,CX-5,2018,13278,4,Total Loss,2,Urban,22,4,12614,120620,221799
Jeep,Wrangler,2017,9473,2,Minor,3,Residential,22,4,2542,4896,13349
Honda,Accord,2017,10392,4,Total Loss,3,Urban,17,0,9872,70011,153592
Tesla,Model Y,2021,36459,1,Minor,1,Rural,12,0,8062,1490,10803
Subaru,Outback,2017,10211,1,Minor,4,Highway,14,0,2418,2140,11353
Honda,Accord,2016,8971,1,Minor,3,Residential,2,0,2262,3117,9482
Honda,Accord,2022,25315,3,Severe,2,Rural,5,3,27910,39483,119994
Toyota,Corolla,2020,13077,2,Moderate,3,Residential,22,4,7942,9183,34866
Toyota,Camry,2016,9290,2,Severe,2,Urban,21,3,19459,12473,49545
Mazda,CX-5,2024,28609,1,Minor,2,Urban,23,0,3931,3540,13855
Mazda,CX-5,2023,24461,3,Severe,3,Urban,8,6,27475,24396,101074
Mercedes-Benz,C-Class,2023,35697,1,Minor,3,Urban,3,0,7211,3306,25107
Tesla,Model Y,2020,29969,1,Minor,4,Rural,22,0,6894,1429,16304
Ford,F-150,2016,11674,4,Total Loss,1,Residential,7,0,11090,90441,103655
Hyundai,Elantra,2022,19614,1,Minor,1,Residential,15,0,2971,1266,4228
Jeep,Wrangler,2015,8017,2,Moderate,4,Rural,14,8,7645,10726,38155
Toyota,Camry,2019,14215,1,Minor,4,Residential,9,0,2637,2144,7539
Tesla,Model Y,2021,36752,3,Severe,1,Highway,1,0,54692,35709,151756
Hyundai,Elantra,2024,19137,3,Severe,4,Rural,9,4,23611,16603,71603
Honda,Civic,2015,6958,2,Moderate,2,Highway,7,1,6669,7474,26358
Toyota,Camry,2021,18724,1,Minor,2,Rural,8,0,2997,3423,8994
Tesla,Model Y,2022,33632,2,Minor,3,Rural,19,6,7553,5529,19016
Nissan,Altima,2019,11221,3,Severe,3,Urban,8,1,20386,26492,102597
Honda,Civic,2023,20896,1,Moderate,4,Urban,3,0,10015,1213,27742
Honda,Civic,2015,5970,1,Minor,3,Rural,20,0,1977,2448,7782
Nissan,Altima,2021,13733,2,Severe,3,Urban,10,6,21591,5400,44457
Honda,Accord,2015,8253,2,Severe,1,Highway,16,2,19209,13708,38126
Hyundai,Elantra,2015,5658,4,Severe,1,Urban,23,0,17546,72936,109630
Subaru,Outback,2015,7379,1,Minor,4,Urban,22,0,2164,1652,9288
BMW,3 Series,2017,13548,4,Total Loss,4,Urban,12,1,12870,87398,222796
Toyota,Corolla,2015,5925,4,Severe,1,Residential,5,0,17666,88286,121944
Hyundai,Elantra,2023,21653,3,Severe,3,Highway,17,6,24743,37912,144873
Mercedes-Benz,C-Class,2018,18289,1,Minor,2,Residential,16,0,4426,3490,8967
Tesla,Model 3,2021,28564,2,Moderate,1,Rural,1,2,20424,4020,27565
Mercedes-Benz,C-Class,2020,22099,3,Severe,4,Highway,3,4,36215,17291,156746
Hyundai,Elantra,2020,14546,1,Moderate,3,Rural,23,0,8272,2908,24567
Honda,Accord,2019,15495,2,Minor,2,Rural,12,2,2817,7711,13381
Mercedes-Benz,C-Class,2017,15889,2,Severe,3,Residential,2,3,30253,5166,54818
Hyundai,Elantra,2015,5686,1,Minor,3,Residential,6,0,1926,1540,5329
Chevrolet,Silverado,2023,37997,1,Minor,3,Residential,8,0,6059,2780,11672
Toyota,Camry,2022,21883,2,Severe,2,Highway,6,1,25503,10884,69816
Tesla,Model Y,2022,36867,3,Total Loss,4,Urban,23,3,35023,28288,163777
Nissan,Altima,2017,9141,1,Minor,3,Rural,20,0,2231,2656,7975
Chevrolet,Silverado,2024,63412,3,Severe,1,Urban,8,1,60656,16065,92443
Jeep,Wrangler,2023,35755,1,Minor,4,Highway,6,0,5433,1136,14414
Nissan,Altima,2023,25553,4,Total Loss,2,Residential,11,0,24275,79564,139336
Tesla,Model 3,2021,25674,4,Total Loss,3,Highway,16,1,24390,53082,186110
Honda,Accord,2016,7195,3,Moderate,4,Highway,17,4,6834,41836,146469
Mercedes-Benz,C-Class,2015,12938,2,Severe,3,Rural,21,1,27420,5284,59769
Mazda,CX-5,2022,24006,1,Moderate,3,Rural,18,0,11121,1931,24209
Subaru,Outback,2023,23119,4,Total Loss,2,Residential,2,1,21963,113977,173965
Honda,Accord,2022,18316,3,Severe,2,Highway,15,1,24341,17658,71118
Mazda,CX-5,2015,6402,2,Moderate,4,Highway,2,1,6632,14166,61192
Tesla,Model Y,2021,31965,3,Severe,2,Residential,23,3,49522,40627,121846
Toyota,Corolla,2015,5425,1,Minor,2,Residential,18,0,1906,1623,4482
Honda,Accord,2021,20939,2,Moderate,2,Highway,3,0,10339,11719,39525
Hyundai,Elantra,2019,10187,3,Severe,2,Urban,2,0,19584,36133,99233
Mercedes-Benz,C-Class,2015,9976,2,Minor,4,Residential,3,0,3096,8704,26926
Hyundai,Elantra,2018,8746,2,Moderate,2,Residential,7,1,6967,7545,17901
Nissan,Altima,2023,17549,4,Severe,2,Residential,9,3,23423,43548,70629
Toyota,Camry,2024,22380,2,Moderate,1,Residential,8,2,10371,4633,12432
Toyota,Camry,2021,13327,1,Minor,3,Highway,2,0,2566,1689,9663
Tesla,Model 3,2023,41018,1,Moderate,2,Urban,16,0,27149,1863,44492
Mercedes-Benz,C-Class,2017,17575,3,Severe,1,Residential,8,1,31872,44388,83668
Toyota,Camry,2021,16084,3,Moderate,1,Urban,15,2,8860,35788,57938
BMW,3 Series,2021,26666,1,Minor,3,Rural,15,0,5499,1132,11533
Tesla,Model 3,2020,27656,1,Moderate,4,Residential,3,0,19934,3537,48357
Honda,Civic,2020,13604,2,Severe,2,Residential,17,2,21529,14044,47223
BMW,3 Series,2019,21106,4,Total Loss,2,Highway,19,2,20050,80076,185460
Mazda,CX-5,2016,7070,4,Total Loss,2,Highway,3,4,6716,51512,115383
Mercedes-Benz,C-Class,2020,30541,1,Minor,1,Residential,7,0,6386,2443,8168
Toyota,Corolla,2024,25739,1,Minor,2,Residential,3,0,3430,3181,8436
Mazda,CX-5,2024,30252,1,Moderate,2,Rural,11,0,12714,2260,19284
Toyota,Corolla,2021,15405,2,Severe,4,Highway,17,5,21932,7555,71210
Chevrolet,Silverado,2024,41713,3,Moderate,1,Highway,2,1,20016,26317,85162
Tesla,Model 3,2024,48143,2,Minor,4,Highway,0,2,10165,4999,40253
Nissan,Altima,2020,16632,2,Minor,2,Highway,7,4,2830,7487,16472
Nissan,Altima,2019,14145,2,Moderate,2,Highway,6,0,8394,7729,31390
Chevrolet,Silverado,2024,49635,4,Severe,3,Highway,22,1,50737,132802,525809
Hyundai,Elantra,2018,9884,4,Severe,2,Rural,9,3,19447,105744,161950
Chevrolet,Silverado,2023,45181,2,Minor,2,Rural,8,0,6921,8406,17220
Subaru,Outback,2022,27180,3,Severe,3,Residential,19,4,29677,19579,66181
Nissan,Altima,2016,7847,4,Total Loss,2,Highway,18,3,7454,42972,94061
BMW,3 Series,2021,27041,3,Total Loss,2,Highway,0,1,25688,20368,108060
Toyota,Corolla,2019,10669,2,Minor,2,Highway,10,4,2300,8927,20948
Toyota,Camry,2024,24473,2,Severe,3,Urban,8,1,26747,6543,57639
Hyundai,Elantra,2016,6608,3,Severe,2,Highway,15,3,17973,39173,100487
Hyundai,Elantra,2021,15679,4,Total Loss,2,Highway,22,0,14895,80673,177445
Hyundai,Elantra,2018,9232,1,Minor,3,Residential,21,0,2192,2315,7146
Toyota,Corolla,2023,17047,2,Minor,2,Highway,20,4,2778,4474,12645
Chevrolet,Silverado,2017,15746,2,Minor,2,Urban,3,1,3389,14125,33034
Mercedes-Benz,C-Class,2020,24108,4,Total Loss,3,Rural,12,6,22902,105983,237132
Jeep,Wrangler,2024,28032,1,Moderate,3,Highway,16,0,14250,1035,31386
Jeep,Wrangler,2022,22397,3,Severe,4,Rural,6,3,29782,17434,98746
Toyota,Corolla,2022,17196,4,Total Loss,4,Rural,6,1,16336,40241,101871
Toyota,Corolla,2023,22313,3,Severe,2,Residential,8,1,25040,20590,62339
Honda,Civic,2022,13882,3,Severe,4,Rural,5,0,21663,17442,105017
Toyota,Camry,2023,28065,3,Severe,3,Highway,18,1,28471,31830,138642
Nissan,Altima,2019,12898,2,Moderate,1,Rural,2,1,8095,13587,30389
Ford,F-150,2015,12857,4,Severe,2,Residential,6,0,24257,85058,138672
Toyota,Corolla,2022,13545,1,Minor,1,Rural,5,0,2515,1676,4937
Nissan,Altima,2015,6720,1,Minor,3,Rural,10,0,2037,1376,5415
Hyundai,Elantra,2016,6550,1,Moderate,1,Urban,18,0,6473,1599,10200
Ford,F-150,2017,20262,3,Moderate,1,Highway,14,1,12294,20807,54667
Tesla,Model Y,2021,34270,3,Severe,1,Highway,3,1,52011,39273,153420
Mercedes-Benz,C-Class,2015,13553,2,Minor,2,Highway,23,1,3668,10571,28523
Ford,F-150,2023,36068,3,Total Loss,4,Highway,3,5,34264,13108,166581
Tesla,Model 3,2019,21039,3,Severe,2,Residential,18,4,37722,41916,89345
Toyota,Camry,2018,7969,1,Minor,2,Rural,6,0,2137,2737,6621
BMW,3 Series,2017,12364,4,Severe,3,Rural,0,2,26127,139894,326491
Ford,F-150,2020,22537,1,Minor,1,Urban,19,0,4204,2051,7455
Chevrolet,Silverado,2023,52208,1,Minor,3,Highway,21,0,7764,3124,21783
Toyota,Camry,2015,7654,2,Moderate,1,Urban,12,0,6836,12438,21183
Tesla,Model Y,2022,36209,1,Minor,1,Rural,21,0,8017,2159,11348
Tesla,Model 3,2024,51173,1,Minor,2,Highway,23,0,10711,1392,20973
Honda,Accord,2018,12734,2,Moderate,4,Highway,3,3,8247,5957,37276
Ford,F-150,2024,36530,3,Moderate,2,Highway,18,1,18150,26015,85535
Ford,F-150,2022,27527,2,Minor,4,Rural,14,1,4803,13345,29838
Nissan,Altima,2019,13288,2,Moderate,2,Urban,12,1,8189,7669,20055
Toyota,Camry,2019,10474,2,Moderate,4,Rural,11,6,7513,7181,26652
Honda,Accord,2020,12120,4,Total Loss,3,Urban,4,5,11514,65472,180368
Hyundai,Elantra,2020,11290,3,Total Loss,2,Highway,4,3,10725,43794,104728
Honda,Civic,2017,9685,3,Severe,3,Residential,14,2,19648,40562,102343
Honda,Accord,2023,29897,4,Total Loss,2,Rural,16,2,28402,77053,129454
Subaru,Outback,2023,23352,3,Total Loss,2,Rural,8,2,22184,32128,85568
BMW,3 Series,2023,38932,3,Total Loss,4,Urban,20,6,36985,16048,127286
Hyundai,Elantra,2016,5415,3,Total Loss,2,Highway,14,3,5144,32514,59190
Tesla,Model 3,2021,25844,2,Moderate,2,Rural,8,2,18955,10505,41671
Mazda,CX-5,2015,7837,3,Total Loss,4,Residential,23,8,7445,40051,118921
BMW,3 Series,2017,16022,4,Total Loss,1,Highway,23,0,15220,91983,179106
Chevrolet,Silverado,2019,18390,4,Severe,2,Urban,18,3,28240,127352,200264
Mazda,CX-5,2020,18633,4,Total Loss,1,Highway,18,0,17701,94855,159352
Mercedes-Benz,C-Class,2024,49160,2,Minor,2,Residential,13,2,9365,4947,17107
Subaru,Outback,2021,23119,2,Minor,1,Highway,7,0,3580,6770,15343
Ford,F-150,2024,40735,4,Severe,3,Urban,6,2,44329,54849,161407
Mercedes-Benz,C-Class,2018,16124,3,Severe,1,Residential,6,1,30479,16458,50473
Mazda,CX-5,2015,8170,2,Minor,1,Residential,9,0,2194,5395,7818
Honda,Civic,2019,14165,1,Minor,4,Highway,0,0,2633,2549,15997
Tesla,Model Y,2020,31413,2,Moderate,3,Rural,1,1,21963,6404,48852
Honda,Civic,2021,11746,4,Severe,2,Rural,12,1,20638,82901,129265
Ford,F-150,2020,32571,3,Moderate,1,Urban,22,1,16725,16486,45471
Tesla,Model Y,2022,35869,1,Minor,1,Highway,9,0,7956,1585,12489
Chevrolet,Silverado,2019,18246,4,Total Loss,2,Rural,5,0,17333,58468,122707
Toyota,Corolla,2019,9812,1,Minor,4,Residential,0,0,2235,1812,8763
Ford,F-150,2021,19800,3,Total Loss,2,Rural,0,3,18810,27160,83519
Mercedes-Benz,C-Class,2019,26020,4,Severe,2,Residential,8,1,39979,62698,123538
Mazda,CX-5,2015,7251,2,Moderate,3,Rural,18,1,6849,12092,32773
BMW,3 Series,2023,35546,4,Severe,4,Highway,14,8,46991,101532,328391
Ford,F-150,2021,36022,1,Minor,4,Rural,8,0,5822,3562,18418
Mazda,CX-5,2016,9510,3,Moderate,1,Urban,18,1,7425,26641,39997
Jeep,Wrangler,2024,41547,2,Severe,4,Urban,20,3,42421,6223,108030
Hyundai,Elantra,2018,9724,3,Moderate,2,Highway,23,2,7187,32620,88763
BMW,3 Series,2018,20105,1,Moderate,1,Rural,1,0,14047,1001,17893
Honda,Accord,2015,7632,4,Total Loss,4,Residential,18,1,7250,104921,220588
Ford,F-150,2023,33926,2,Moderate,3,Rural,2,4,17213,12364,61622
Honda,Civic,2022,22525,1,Minor,2,Rural,18,0,3302,2440,8395
BMW,3 Series,2020,23846,2,Minor,1,Highway,19,2,5076,10838,22959
Mazda,CX-5,2016,6930,4,Total Loss,1,Residential,21,2,6583,141393,115433
BMW,3 Series,2021,26532,1,Moderate,1,Rural,0,0,16939,3598,25903
Toyota,Corolla,2015,4257,4,Total Loss,1,Rural,23,2,4044,130753,183050
Toyota,Corolla,2018,7628,1,Minor,1,Rural,8,0,2072,1091,3186
Mazda,CX-5,2016,7413,3,Severe,3,Rural,0,2,18780,19553,67156
Mazda,CX-5,2023,20892,1,Minor,2,Residential,12,0,3275,3186,8110
Tesla,Model 3,2024,49736,4,Total Loss,4,Residential,9,1,47249,77784,245675
Tesla,Model 3,2019,23361,3,Total Loss,3,Highway,14,1,22192,12618,81387
Toyota,Camry,2020,17098,4,Total Loss,3,Rural,14,0,16243,140239,290639
Mazda,CX-5,2019,14463,1,Minor,1,Urban,18,0,2729,2046,5972
Tesla,Model 3,2023,46430,1,Moderate,2,Highway,8,0,30072,1735,54900
BMW,3 Series,2018,15508,3,Severe,1,Highway,5,1,28957,26277,86677
Mercedes-Benz,C-Class,2023,39462,2,Moderate,1,Highway,2,2,23941,6708,44612
Hyundai,Elantra,2016,5618,3,Severe,3,Residential,8,2,17528,15697,46518
Chevrolet,Silverado,2024,64883,2,Moderate,3,Residential,11,2,28357,8028,56558
Honda,Civic,2021,17617,2,Severe,2,Highway,6,4,23456,11970,60580
Ford,F-150,2020,21013,3,Moderate,4,Residential,17,1,12564,41781,100210
Chevrolet,Silverado,2020,21561,4,Total Loss,3,Residential,5,2,20482,69134,179969
Ford,F-150,2019,25848,4,Total Loss,4,Residential,6,1,24555,87062,172868
Mazda,CX-5,2022,24505,1,Minor,4,Residential,23,0,3582,3371,13641
Mazda,CX-5,2023,27528,1,Moderate,1,Highway,5,0,12019,1896,20336
Ford,F-150,2017,18873,3,Moderate,2,Highway,21,3,11794,24176,73892
Honda,Civic,2021,13979,2,Minor,4,Rural,6,0,2618,4051,13831
Jeep,Wrangler,2018,16848,4,Total Loss,4,Highway,8,0,16005,51735,163165
Mercedes-Benz,C-Class,2015,10093,4,Total Loss,1,Residential,0,0,9588,141850,185755
Toyota,Camry,2021,14993,4,Total Loss,2,Residential,8,1,14243,138351,179336
BMW,3 Series,2022,29280,1,Minor,3,Residential,8,0,5892,2026,13083
Honda,Civic,2021,15670,2,Moderate,1,Urban,14,2,8760,7868,17634
Mercedes-Benz,C-Class,2016,13455,1,Minor,4,Rural,17,0,3652,3279,12571
Honda,Accord,2018,13582,2,Severe,1,Residential,7,0,21926,9322,31813
Ford,F-150,2018,19174,4,Total Loss,1,Residential,15,1,18215,99859,93597
Hyundai,Elantra,2024,19119,2,Minor,1,Rural,1,2,2933,11651,19087
Jeep,Wrangler,2018,16825,4,Total Loss,3,Urban,22,5,15983,76173,200068
Honda,Civic,2023,24134,1,Minor,2,Rural,6,0,3430,1059,5949
Tesla,Model Y,2024,56990,2,Moderate,4,Rural,18,1,35774,6970,72370
Nissan,Altima,2020,15076,1,Minor,4,Highway,16,0,2706,1711,11918
Tesla,Model 3,2020,24865,4,Total Loss,4,Urban,1,1,23621,81881,258810
Honda,Civic,2019,13998,2,Minor,2,Urban,17,2,2619,7875,15605
Nissan,Altima,2016,6294,1,Moderate,2,Residential,2,0,6510,1311,11466
Toyota,Corolla,2015,4314,2,Moderate,2,Residential,16,0,5970,10726,18804
Mercedes-Benz,C-Class,2015,9781,2,Minor,3,Residential,16,2,3064,13724,25266
Tesla,Model 3,2023,44594,2,Severe,3,Highway,1,0,63161,7971,156873
Jeep,Wrangler,2019,13637,1,Minor,1,Urban,17,0,3000,2650,5593
Subaru,Outback,2017,8559,2,Moderate,4,Highway,23,4,7310,11269,63854
Subaru,Outback,2023,23890,4,Total Loss,1,Residential,3,2,22695,84674,124434
Toyota,Corolla,2023,18607,4,Total Loss,4,Urban,9,2,17676,67775,182605
Honda,Civic,2024,23423,1,Moderate,4,Residential,6,0,10621,2792,19899
Hyundai,Elantra,2019,11543,2,Moderate,2,Rural,0,4,7597,7737,26258
Jeep,Wrangler,2022,27209,3,Severe,1,Highway,6,1,32957,16077,64125
Honda,Accord,2016,9110,3,Severe,4,Highway,23,7,19646,21471,129196
Mercedes-Benz,C-Class,2024,46520,2,Minor,1,Residential,10,0,8943,11881,18866
Chevrolet,Silverado,2016,8776,2,Moderate,4,Highway,19,7,8159,8498,36403
Tesla,Model 3,2020,25129,3,Severe,1,Rural,23,1,42139,43138,119153
Tesla,Model Y,2024,64948,3,Total Loss,3,Highway,16,5,61700,16287,158511
Mazda,CX-5,2022,23148,2,Moderate,4,Residential,14,0,10902,13613,42379
Tesla,Model Y,2022,45572,1,Minor,3,Highway,14,0,9702,2247,25645
Tesla,Model 3,2023,37175,2,Severe,2,Residential,5,1,55149,10064,87505
Jeep,Wrangler,2015,10134,2,Severe,3,Residential,1,1,21688,5683,42653
Jeep,Wrangler,2023,25420,2,Moderate,3,Highway,23,2,13388,11446,62652
Ford,F-150,2018,23222,2,Moderate,1,Highway,0,0,13359,10812,33464
Toyota,Corolla,2018,7856,2,Moderate,4,Rural,13,1,6767,14011,38168
BMW,3 Series,2015,9802,1,Minor,2,Highway,11,0,2970,2030,8820
Subaru,Outback,2021,20619,2,Moderate,3,Highway,2,1,10567,14176,54445
Tesla,Model 3,2023,45134,2,Moderate,1,Rural,6,2,29372,5624,35573
Chevrolet,Silverado,2023,42517,3,Severe,1,Highway,18,0,45612,12762,90069
Ford,F-150,2017,16737,4,Severe,2,Highway,9,4,27050,90611,210131
Chevrolet,Silverado,2022,26836,2,Moderate,1,Residential,2,0,14660,12196,30881
Nissan,Altima,2022,18296,3,Severe,4,Urban,14,7,23782,18841,103491
Subaru,Outback,2015,8027,1,Moderate,4,Highway,16,0,7167,1998,23693
Jeep,Wrangler,2017,10697,3,Moderate,4,Urban,23,8,8530,32479,108744
Tesla,Model 3,2020,24423,1,Minor,3,Residential,23,0,5896,2894,16230
Toyota,Corolla,2018,7208,4,Total Loss,2,Residential,21,1,6847,124862,168508
Chevrolet,Silverado,2017,17374,3,Total Loss,1,Urban,6,1,16505,18040,37457
Hyundai,Elantra,2015,5511,4,Severe,2,Highway,12,0,17479,42743,122029
Mercedes-Benz,C-Class,2024,58793,2,Moderate,3,Rural,0,6,33220,10801,96020
Ford,F-150,2017,13852,1,Minor,1,Residential,16,0,3162,2444,4849
Mazda,CX-5,2024,28479,4,Total Loss,2,Residential,7,2,27055,118635,191174
BMW,3 Series,2020,19697,3,Moderate,2,Rural,19,2,13863,30902,62118
Mazda,CX-5,2017,9984,1,Moderate,3,Highway,10,0,7545,3123,20768
Chevrolet,Silverado,2018,14258,1,Minor,2,Highway,1,0,3210,2153,9409
Subaru,Outback,2019,15785,1,Minor,4,Rural,1,0,2920,2085,11091
Toyota,Corolla,2019,8484,1,Minor,4,Residential,22,0,2136,1485,7203
Subaru,Outback,2020,15575,3,Severe,3,Highway,10,0,23410,31337,105844
Honda,Accord,2022,17035,1,Minor,1,Urban,11,0,2947,3208,6233
Toyota,Camry,2021,12749,2,Minor,2,Residential,15,2,2519,7902,13868
Mazda,CX-5,2017,10090,1,Minor,2,Urban,10,0,2357,1374,5803
Toyota,Corolla,2024,26768,1,Minor,1,Residential,23,0,3507,3030,7616
Mercedes-Benz,C-Class,2021,35366,4,Total Loss,1,Highway,9,2,33597,106136,181419
Ford,F-150,2024,51553,3,Severe,2,Urban,1,1,52118,34441,160674
Tesla,Model Y,2021,29011,3,Severe,4,Highway,1,8,46331,23746,227329
Mazda,CX-5,2023,28148,3,Severe,4,Residential,5,6,29355,17618,118533
Tesla,Model 3,2018,19624,4,Total Loss,2,Highway,22,4,18642,63848,171597
Toyota,Corolla,2017,7021,3,Moderate,3,Urban,1,0,6579,23944,73327
Hyundai,Elantra,2022,13806,1,Minor,3,Rural,10,0,2535,2287,6800
Hyundai,Elantra,2017,6052,4,Severe,1,Highway,20,0,17723,124338,200717
Mazda,CX-5,2016,8354,1,Minor,4,Urban,10,0,2210,1520,7513
Tesla,Model Y,2020,30357,4,Severe,2,Highway,21,4,47785,48916,161254
Hyundai,Elantra,2020,13195,4,Total Loss,2,Rural,2,1,12535,54843,104832
Jeep,Wrangler,2019,12840,1,Minor,4,Residential,19,0,2912,1300,6981
Nissan,Altima,2022,14843,1,Minor,4,Urban,5,0,2687,3397,13703
Nissan,Altima,2015,7178,4,Total Loss,4,Highway,0,4,6819,50995,182034
Chevrolet,Silverado,2021,41336,2,Minor,2,Rural,12,4,6460,6232,18900
Nissan,Altima,2017,8059,3,Severe,3,Highway,18,6,18868,19320,76899
BMW,3 Series,2018,19232,4,Severe,4,Rural,8,3,32308,67345,200475
Subaru,Outback,2018,11869,4,Severe,2,Rural,14,1,21409,117691,163118
Tesla,Model 3,2018,17765,3,Severe,2,Rural,9,3,34186,19203,69727
Mazda,CX-5,2016,7960,4,Total Loss,1,Residential,23,1,7562,48152,57967
Honda,Accord,2018,11160,1,Minor,3,Residential,10,0,2448,3022,7309
Jeep,Wrangler,2024,38111,2,Moderate,4,Urban,13,8,17576,4065,39044
Ford,F-150,2024,53721,4,Severe,2,Urban,20,0,53679,143926,252968
Toyota,Camry,2020,12879,4,Severe,4,Rural,20,4,21181,42360,118344
Mercedes-Benz,C-Class,2015,10359,1,Minor,4,Highway,5,0,3157,1288,13313
Honda,Civic,2015,5940,4,Total Loss,2,Urban,20,3,5643,95199,158225
Subaru,Outback,2018,12548,3,Severe,1,Residential,8,1,21775,26318,50077
Toyota,Corolla,2015,4701,2,Severe,4,Urban,15,8,17115,12573,64638
Honda,Accord,2015,5763,2,Moderate,4,Highway,19,4,6469,10329,42749
Tesla,Model 3,2019,18491,4,Severe,3,Residential,13,2,34970,105780,177606
Hyundai,Elantra,2023,17964,2,Minor,2,Urban,14,0,2847,12515,23038
Toyota,Corolla,2015,4737,2,Moderate,3,Highway,11,6,6065,11962,37514
Tesla,Model Y,2021,33902,2,Minor,1,Urban,11,0,7602,6428,16279
Toyota,Corolla,2016,7147,4,Severe,3,Residential,1,5,18216,63818,144908
Ford,F-150,2015,14145,2,Moderate,1,Rural,21,0,10092,8541,16835
Nissan,Altima,2019,12610,4,Total Loss,2,Residential,13,3,11979,65766,85957
Ford,F-150,2023,38952,1,Minor,4,Highway,4,0,6174,2082,21077
Honda,Civic,2018,9037,3,Moderate,1,Urban,5,2,7168,16479,33736
Tesla,Model 3,2018,19614,1,Minor,3,Urban,0,0,5030,3529,18160
Ford,F-150,2019,21329,4,Total Loss,1,Highway,6,2,20262,103128,149030
Honda,Civic,2016,7513,3,Severe,3,Urban,2,4,18606,38930,111473
Honda,Accord,2021,14206,4,Total Loss,2,Residential,10,2,13495,75980,113195
Toyota,Camry,2020,14985,1,Minor,1,Urban,4,0,2698,2000,6487
Chevrolet,Silverado,2022,41100,3,Severe,2,Urban,20,1,44592,31165,113750
Hyundai,Elantra,2020,12612,2,Minor,4,Highway,15,0,2445,13180,32889
Subaru,Outback,2020,15174,2,Minor,3,Rural,10,0,2865,6861,17824
Toyota,Camry,2017,10432,1,Moderate,2,Highway,22,0,7503,1841,21745
Mazda,CX-5,2019,15709,2,Moderate,4,Urban,9,5,9005,13554,52891
Hyundai,Elantra,2024,18122,1,Moderate,1,Urban,8,0,9077,3436,12804
BMW,3 Series,2023,33804,3,Moderate,2,Highway,10,3,20211,32011,96727
Honda,Accord,2020,12127,4,Severe,4,Urban,8,7,21184,44783,142496
BMW,3 Series,2018,16761,4,Severe,4,Highway,0,1,30084,94750,364006
Ford,F-150,2021,32627,2,Minor,3,Residential,18,2,5415,4995,16372
Honda,Accord,2018,8846,2,Minor,3,Urban,18,0,2251,5631,15792
Mazda,CX-5,2015,6971,2,Moderate,1,Highway,3,0,6777,4061,18721
Chevrolet,Silverado,2024,60680,2,Moderate,3,Urban,2,1,26844,8182,85116
Chevrolet,Silverado,2024,33263,4,Total Loss,2,Highway,15,0,31599,83058,197515
Subaru,Outback,2020,19539,4,Total Loss,2,Rural,22,0,18562,52086,110559
Subaru,Outback,2021,18085,1,Minor,2,Highway,1,0,3127,2247,9923
Toyota,Corolla,2022,17405,2,Moderate,1,Rural,5,0,8916,9015,19364
Chevrolet,Silverado,2022,39020,2,Severe,4,Rural,18,7,43094,8489,106574
Tesla,Model Y,2020,30963,3,Severe,3,Residential,1,0,48440,28767,148488
Mercedes-Benz,C-Class,2024,49454,2,Minor,3,Highway,17,2,9412,8277,32753
Toyota,Camry,2016,8934,2,Minor,2,Highway,16,0,2214,11195,19841
Hyundai,Elantra,2024,21482,1,Moderate,2,Urban,12,0,9833,2601,17120
Mercedes-Benz,C-Class,2019,21845,1,Minor,3,Residential,7,0,4995,1769,8685
Jeep,Wrangler,2016,10367,2,Minor,1,Residential,20,1,2640,8910,10750
Jeep,Wrangler,2015,10420,1,Moderate,2,Highway,20,0,8438,2765,19250
Mercedes-Benz,C-Class,2020,23432,4,Severe,4,Highway,4,0,37494,54643,251381
Honda,Accord,2016,6973,1,Minor,4,Residential,9,0,2092,2973,7572
Tesla,Model Y,2021,36618,2,Moderate,2,Urban,2,2,24773,10841,55929
Honda,Accord,2021,14909,3,Total Loss,1,Rural,11,2,14163,13511,29079
Mazda,CX-5,2020,15791,2,Moderate,4,Highway,14,2,9026,6401,35415
Toyota,Corolla,2023,17606,4,Total Loss,3,Urban,2,5,16725,47515,134755
Toyota,Camry,2017,7091,2,Severe,2,Highway,13,3,18403,8748,52179
Tesla,Model 3,2023,40940,1,Moderate,2,Highway,6,0,27107,2106,56701
Nissan,Altima,2021,19564,2,Minor,2,Highway,16,1,3065,10701,21153
